,,DataSheet,DataSheet,DataSheet,DataSheet,DataSheet,DataSheet,DataSheet,DataSheet,DataSheet,DataSheet,DataSheet,DataSheet,DataSheet,DataSheet,DataSheet,DataSheet,DataSheet,DataSheet,DataSheet,DataSheet,DataSheet,DataSheet,DataSheet,DataSheet,DataSheet,DataSheet,Solution_11PFF,Solution_11PFF,Solution_11PFF,Solution_11PFF,Solution_11PFF,Solution_11PFF,Solution_11PFF,Solution_11PFF,Solution_11PFF,Solution_11PFF,Solution_11PFF,Solution_11PFF,Solution_11PFF,Solution_11PFF,Solution_11PFF,Solution_11PFF,Solution_11PFF,Solution_11PFF,Solution_11PFF,Solution_11PFF,Solution_11PFF,Solution_11PFF,Solution_11PFF,Solution_11PFF,Solution_11PFF,Solution_11PFF,Solution_11PFF,Solution_11PFF,Solution_11PFF,Solution_11PFF,Solution_11PFF,Prediction_11PFF,Prediction_11PFF,Prediction_11PFF,Prediction_11PFF,Prediction_11PFF,Prediction_11PFF,Prediction_11PFF,Prediction_11PFF,Prediction_11PFF,Prediction_11PFF,Prediction_11PFF,Prediction_11PFF,Prediction_11PFF,Prediction_11PFF,Prediction_11PFF
,,STC,STC,STC,STC,STC,STC,STC,NOCT,NOCT,NOCT,NOCT,NOCT,NOCT,NOCT,LIC,LIC,LIC,LIC,LIC,LIC,LIC,alpha,beta,gamma,N_s,N_p,converge,n_max,n_iter,b_min,b_max,Rs1_min,Rs1_max,b1_0,Rs1_0,mI0_0,mRs_0,mGp_0,eF1,eF2,eF3,eF4,eF5,ePlus,S_ref,T_ref,b_ref,IL_ref,I0_ref,Rs_ref,Gp_ref,mI0,mRs,mGp,alphaT,deltaI0,deltaRs,STC,STC,STC,STC,STC,NOCT,NOCT,NOCT,NOCT,NOCT,LIC,LIC,LIC,LIC,LIC
,,S,T,Voc,Isc,Vpmax,Ipmax,Pmax,S,T,Voc,Isc,Vpmax,Ipmax,Pmax,S,T,Voc,Isc,Vpmax,Ipmax,Pmax,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Voc,Isc,Vmp,Imp,Pmp,Voc,Isc,Vmp,Imp,Pmp,Voc,Isc,Vmp,Imp,Pmp
Technology,Module,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mono-c-Si,BIPV_module,1000,25.0,0.713,6.11,0.612,5.79,3.5434799999999997,400,10.170000000000016,0.6882142857142857,2.1644,0.5831785714285714,1.7406,1.0150806214285715,47,10.370000000000005,0.6078571428571429,0.35404,0.47360714285714284,0.28789,0.13634676035714285,0.0029,-0.00174,-0.010266,1,1,True,1.3,730,29.939803458636156,32.434787080189174,1e-06,0.0013346802033999973,32.434787080187796,0.0013146485445995925,1.0,0.0,1.0,-0.016501308905310985,0.0022651460885305674,0.032078689567364926,0.5675184792949988,-0.06351472798773578,0.0,1000,298.15,32.43478552330736,6.110348782002183,5.499683539922214e-10,0.0012986949670545094,0.04395471795823589,-0.9812133773417192,-0.8754171548662576,-0.2370221238831671,0.0029009704986506426,0.7874267556272364,0.0023078440865297524,0.7130000000000223,6.110000000000001,0.6120810904442527,5.789234002588631,3.543480661141395,0.6852143003141222,2.4265599984658697,0.5894375849480895,2.2813542629991113,1.3447159471932248,0.555209052100563,0.28472016021346647,0.4639323719361314,0.23066691849753823,0.10701385062576121
